,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
8447,roxy music,the space between,1982,pop,care sign fair fine relationship right space better close tonight care space close tonight sign fair fine relationship right space listen listen listen listen better close tonight space care space sign space fair fine space care space,37,0.001461988,0.001461988,0.001461988,0.310046829,0.001461988,0.001461988,0.001461988,0.309126298,0.001461988,0.001461988,0.001461988,0.35743506,0.001461988,0.001461988,0.001461988,0.001461988,0.70757067,0.725944158,0.150601557,0.033299595,0.933017312,0.841836902,night/time,0.542857143
8457,michael jackson,carousel,1982,pop,world popcorn pony rid dime little children laugh world disappointments confusions want start talk keep walk disappear crowd lose heart carousel circus girl leave heart piece lose heart carousel circus girl away clown dancer know wouldn work take chance recall girl imagination remember face memories lose heart carousel circus girl leave heart piece lose heart carousel circus girl away different people instant circus come today hear calliope hear call know lose heart carousel circus girl leave heart piece lose heart carousel circus girl away lose heart lose heart lose carousel lose girl circus girl leave heart piece lose heart lose heart carousel lose girl circus girl away lose lose heart lose girl carousel lose lose circus girl lose lose heart lose heart lose carousel lose girl circus girl,128,0.000542594,0.000542594,0.000542594,0.000542594,0.000542594,0.021854998,0.000542594,0.000542594,0.000542594,0.022190178,0.035125443,0.000542594,0.024461833,0.205047108,0.481500555,0.000542594,0.719484458,0.721739353,0.28313181,0,0.547609233,0.611599481,sadness,0.542857143
8464,donna summer,unconditional love,1983,pop,know bright shiny want like know place people free kind agape long true transcend time nonreacting everlasting unconditional kind deserve kind want return change tear brother mistake come hasten pray true word obey nonreacting everlasting unconditional kind deserve kind want return unconditional kind deserve kind want return unconditional tear heart discern agape learn everybody unconditional kind deserve kind want return unconditional tear heart discern agape learn hasten pray true word obey nonreacting everlasting unconditional tear heart discern agape learn,79,0.001052632,0.001052632,0.361841357,0.001052632,0.021566461,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.03160152,0.083672775,0.165570188,0.21945349,0.001052632,0.820210116,0.586749737,0.177710018,3.13E-06,0.840272053,0.612600514,world/life,0.528571429
8465,yaz,mr blue,1983,pop,winter sound cry like slowly die sound wind fill tree colder come moon soon sudden stillness rainfall start freeze blue stay matter lonely lonely repeat young girl shade bear scar fade baby bear christmas heavens sing song child life long food supply repeat patriot emotion cause commotion blame soldier take order defend border nation repeat come night world sleep tight early morning hear feel read fold letter leave address repeat,70,0.034493344,0.000993049,0.040498403,0.090991731,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.3475667,0.000993049,0.067992363,0.114052993,0.044948139,0.248532791,0.000993049,0.780136467,0.665051406,0.617469495,0.004919028,0.625927453,0.581568513,music,0.528571429
8468,electric light orchestra,secret messages,1983,pop,secret message secret message secret message welcome welcome secret message move stream information float wind secrets sing play dance blue secret message call endlessly message atmosphere whisper call call word cascade like rainbows tumble message secrets sound secret message call endlessly message atmosphere whisper call call call secret message spill away away flow river illusion run confusion go go secret message call endlessly message atmosphere whisper call secret message message atmosphere whisper secret message secret message call endlessly message atmosphere whisper secret message secret,84,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.219273383,0.000822368,0.438147436,0.000822368,0.082840028,0.183559303,0.000822368,0.000822369,0.000822368,0.418390556,0.738302182,0.605421291,0.013157895,0.465169002,0.882879225,music,0.528571429
8471,huey lewis & the news,you crack me up,1983,pop,believe eye underneath ghostly pale shape shouldn drive shape shouldn mirror leather lips snakeskin shoe shout favor stop talk minute crack sunglasses act young know break want sport want hear tune locals funny know like crack twist wreck shout park gonna shoot better cash check break better question cause live like long better listen suggestion wind somebody song,58,0.00122399,0.198849973,0.050260072,0.00122399,0.00122399,0.00122399,0.026775387,0.00122399,0.473850019,0.127328156,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.025672373,0.497454782,0.718508833,0.000481928,1.81E-05,0.87840066,0.779772902,obscene,0.528571429
8473,oingo boingo,sweat,1983,pop,sweat bear trouble poise action ready spring moment notice nerve like trigger wait pull cover sweat nice sweat help burn heart sleep concentrate cold drip sweat nice sweat rivers run make slippery like fish stop drown fall dead cover sweat cool boys dust couldn pressure cool girls knock want fell suffer pick gun hammer friction heat heat desire make sweat sweat baby saturday night right close door little room start sweat start soon sweat principal catch school give hell call fool point finger face start sweat place flow like rivers floor sweat break land dodge bullets sand enemy get close beat neck finger twichin cover sweat cover sweat cool boys dust couldn pressure cool girls knock want fell suffer pick gun hammer friction heat heat desire make,127,0.011179117,0.317057229,0.000515996,0.040573163,0.000515996,0.009981189,0.000515996,0.000515996,0.000515996,0.013391933,0.162645393,0.000515996,0.015506188,0.090596535,0.102961519,0.000515996,0.609011156,0.585288311,0.02730826,0.001184211,0.928895301,0.889886451,violence,0.528571429
8479,quarterflash,take me to heart,1983,pop,forget eye deep inside realize gonna gonna hear radio suddenly hear want want heart promise miracle heart gonna heart know matter time mind chill leave spine build live breathe sound let sleep wall hear voice call want want heart miracle heart heart surrender motion away repeat,46,0.001283697,0.001283697,0.079406024,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.207637074,0.001283697,0.001283697,0.001283697,0.001283697,0.510088061,0.001283697,0.679410809,0.545599056,0.264055486,5.67E-06,0.634171476,0.497481803,sadness,0.528571429
8481,the jam,absolute beginners,1983,pop,echo step walk dream look world see feel turn quietly walk away warmth life eye star century think change hesitate time rush onwards scar break spell small fall absolute luck hearts lose hours think need strength want lose lifetime think lose daydream like star century think change hesitate time rush onwards scar break spell small fall absolute luck hearts echo step walk dream look world millions see come tyrants panic crumble empires fall tell fight fool hearts lose hours think need strength want lose lifetime think lose daydream like lose hours think need strength want lose lifetime think lose daydream like oooooooo,102,0.000711238,0.000711238,0.208149908,0.000711238,0.000711238,0.000711238,0.000711238,0.198402416,0.000711238,0.000711238,0.000711238,0.030729927,0.000711238,0.050794278,0.312245272,0.025155101,0.606845012,0.772837987,0.075199875,0,0.921681781,0.880877161,sadness,0.528571429
8483,naked eyes,i could show you how,1983,pop,away long walk communication letter wish break chain reaction turn feel action longer talk dream disappear couldn wish break chain reaction turn feel action,24,0.002631579,0.002631579,0.002631579,0.034342047,0.002631579,0.002631579,0.002631579,0.081071523,0.002631579,0.062530624,0.002631579,0.002631579,0.103531169,0.002631579,0.681682531,0.002631579,0.670746236,0.74025075,0.020280141,2.76E-06,0.770197857,0.76575845,sadness,0.528571429
8484,the replacements,color me impressed,1983,pop,everybody party look depress everybody dressin funny color impress stayin late tonight gettin sleep givin word party mirror shit pass intoxicate lover end kiss stand feet stand feet everybody everybody everybody everybody everybody party look depress everybody dressin funny color impress color impress color impress color impress color impress,49,0.001422475,0.408794731,0.001422475,0.064302027,0.200103315,0.001422475,0.056641924,0.001422475,0.250243351,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.224520741,0.756839217,0.00139458,1.54E-05,0.409521847,0.986986581,violence,0.528571429
8485,huey lewis & the news,honky tonk blues,1983,pop,leave home rural route tell go step honky tonk blue yeah honky tonk blue lord honky tonk blue stop place city life honky tonk blue yeah honky tonk blue lord honky tonk blue go night wear shoe wake morning wish lose jump honky tonk blue yeah honky tonk blue lord honky tonk blue gonna worry underneath scat right pappy farm leave honky tonk blue yeah honky tonk blue lord honky tonk blue gonna worry underneath scat right pappy farm lose honky tonk blue yeah honky tonk blue lord honky tonk blue lord honky tonk blue lord honky tonk blue yeah road long gettin lonely night night night night home fellas honky tonk blue honky tonk blue,116,0.00075188,0.00075188,0.017255655,0.108753028,0.089803446,0.137352136,0.00075188,0.00075188,0.00075188,0.372025127,0.186615853,0.00075188,0.00075188,0.00075188,0.00075188,0.00075188,0.498537853,0.684793477,0.083432815,4.63E-05,0.90725474,0.934932903,music,0.528571429
8486,the the,soul mining,1983,pop,float tunnel little wooden cold lonely envelop pry open leave trust instincts cause tell lie go wrong things go right swallow pride quell pain inside capture heart like thief night squeeze juice read like open book tell inner thoughts take heart fool gold drift circle depths soul go wrong things go right swallow pride quell pain inside capture heart like thief night squeeze juice go wrong things go right swallow pride quell pain inside capture heart like thief night squeeze juice go wrong things go right swallow pride quell pain inside capture heart like thief night squeeze juice go wrong things go right swallow pride quell pain inside capture heart like thief night squeeze juice go wrong things go right swallow pride quell pain inside capture heart like thief night squeeze juice go wrong things go right swallow pride quell pain inside capture heart like thief night squeeze juice,149,0.000521105,0.000521105,0.000521105,0.157343714,0.000521105,0.010296995,0.000521105,0.162064257,0.000521105,0.000521105,0.000521105,0.035131233,0.000521105,0.070703882,0.408488599,0.149718062,0.395646052,0.462143938,0.683734622,0.025303644,0.098309975,0.314292899,sadness,0.528571429
